hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,customer_type,country,adr,total_nights,revenue,deposit_type,distribution_channel,market_segment
City Hotel,0,22,2015,8,2,0,Transient,PRT,83.28,2,166.56,No Deposit,TA/TO,Online TA
City Hotel,0,20,2016,3,0,0,Transient,PRT,142.31,1,142.31,Non Refund,TA/TO,Groups
Resort Hotel,0,123,2016,6,2,0,Transient,PRT,79.5,2,159.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,81,2016,8,2,0,Transient,PRT,21.94,2,43.88,No Deposit,TA/TO,Online TA
Resort Hotel,0,102,2016,10,0,1,Transient,FRA,95.28,1,95.28,No Deposit,TA/TO,Online TA
Resort Hotel,0,171,2015,11,1,0,Transient,FRA,119.49,1,119.49,No Deposit,TA/TO,Online TA
City Hotel,0,670,2015,7,0,0,Contract,PRT,96.32,1,96.32,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,85,2016,9,2,3,Transient,USA,44.43,5,222.14,No Deposit,TA/TO,Online TA
Resort Hotel,0,33,2016,4,0,1,Transient,ESP,94.4,1,94.4,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,196,2016,3,1,3,Transient,BEL,66.18,4,0.0,No Deposit,Direct,Direct
Resort Hotel,0,115,2015,6,1,0,Transient,CHN,94.23,1,94.23,No Deposit,Corporate,Online TA
Resort Hotel,0,54,2017,10,1,2,Transient,PRT,147.87,3,443.61,No Deposit,TA/TO,Direct
City Hotel,0,10,2016,7,2,1,Contract,PRT,119.76,3,359.27,Non Refund,TA/TO,Direct
Resort Hotel,0,25,2016,7,1,0,Transient,FRA,139.33,1,139.33,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,69,2016,3,3,1,Transient-Party,PRT,134.52,4,538.1,No Deposit,TA/TO,Online TA
Resort Hotel,1,65,2016,11,1,2,Transient,FRA,132.91,3,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,12,2016,9,0,3,Transient,BRA,24.72,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,65,2016,2,0,0,Transient,IRL,96.75,1,96.75,No Deposit,TA/TO,Online TA
City Hotel,0,35,2015,9,0,2,Transient-Party,DEU,56.12,2,112.24,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,1,120,2017,1,0,2,Transient,PRT,102.19,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,1,2016,11,1,1,Transient,POL,95.28,2,190.55,No Deposit,TA/TO,Direct
Resort Hotel,0,5,2016,9,1,3,Transient,FRA,172.56,4,690.25,No Deposit,TA/TO,Direct
City Hotel,1,38,2016,6,1,1,Transient,DEU,134.09,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,3,2016,1,0,1,Transient,PRT,108.66,1,108.66,No Deposit,TA/TO,Online TA
City Hotel,0,243,2016,7,0,0,Transient-Party,ESP,84.62,1,84.62,No Deposit,TA/TO,Online TA
City Hotel,0,83,2017,11,2,3,Transient,SWE,66.97,5,334.83,No Deposit,GDS,Online TA
City Hotel,1,39,2016,6,0,2,Transient,PRT,105.89,2,0.0,No Deposit,TA/TO,Complementary
City Hotel,1,6,2015,8,1,0,Transient-Party,POL,80.19,1,0.0,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,0,483,2017,7,1,1,Contract,ESP,112.8,2,225.61,No Deposit,TA/TO,Groups
Resort Hotel,1,7,2015,7,1,3,Transient,USA,90.07,4,0.0,No Deposit,TA/TO,Groups
City Hotel,0,21,2016,2,1,1,Transient,NLD,89.81,2,179.63,No Deposit,TA/TO,Online TA
Resort Hotel,1,80,2016,6,1,3,Transient,FRA,126.14,4,0.0,No Deposit,TA/TO,Complementary
City Hotel,0,145,2015,8,0,0,Transient,PRT,88.69,1,88.69,No Deposit,TA/TO,Online TA
City Hotel,1,143,2015,5,1,0,Transient,PRT,109.97,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,32,2015,7,2,1,Transient,IRL,144.56,3,433.67,No Deposit,TA/TO,Online TA
City Hotel,0,5,2016,11,1,0,Transient,ESP,127.46,1,127.46,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,114,2015,12,0,0,Transient,PRT,53.66,1,53.66,No Deposit,Corporate,Offline TA/TO
City Hotel,0,127,2017,5,2,2,Transient-Party,ESP,117.82,4,471.27,No Deposit,TA/TO,Online TA
Resort Hotel,0,28,2015,4,0,3,Transient,AUT,149.1,3,447.29,Non Refund,Corporate,Online TA
City Hotel,0,47,2016,9,0,1,Transient,PRT,118.37,1,118.37,Non Refund,TA/TO,Online TA
City Hotel,0,18,2017,6,1,3,Contract,DEU,79.71,4,318.83,No Deposit,TA/TO,Online TA
City Hotel,1,135,2016,11,1,5,Transient,ITA,100.39,6,0.0,No Deposit,Corporate,Online TA
City Hotel,0,161,2016,4,1,2,Contract,DEU,92.75,3,278.26,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,1,103,2016,8,2,0,Transient,PRT,162.45,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,118,2017,5,0,2,Transient,GBR,84.06,2,168.12,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,60,2017,8,0,2,Contract,FRA,113.44,2,226.87,No Deposit,Corporate,Aviation
City Hotel,1,227,2016,11,2,0,Transient,CHE,78.57,2,0.0,No Deposit,Corporate,Online TA
City Hotel,0,21,2017,11,1,2,Transient,GBR,86.95,3,260.86,No Deposit,TA/TO,Corporate
City Hotel,1,12,2016,3,1,0,Contract,SWE,102.61,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,317,2016,7,0,1,Transient,PRT,71.69,1,0.0,No Deposit,TA/TO,Aviation
Resort Hotel,1,398,2015,7,1,2,Transient,FRA,120.45,3,0.0,Non Refund,TA/TO,Corporate
Resort Hotel,0,1,2015,11,0,2,Transient-Party,IRL,71.98,2,143.97,No Deposit,TA/TO,Online TA
City Hotel,1,39,2017,2,2,0,Transient,GBR,69.22,2,0.0,Non Refund,TA/TO,Online TA
City Hotel,0,9,2016,9,2,1,Transient,PRT,109.22,3,327.67,No Deposit,TA/TO,Groups
City Hotel,0,29,2016,6,2,2,Transient-Party,GBR,10.0,4,40.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,174,2015,8,1,2,Transient,USA,78.79,3,236.37,No Deposit,TA/TO,Groups
City Hotel,1,323,2016,9,2,1,Group,ESP,134.55,3,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,40,2016,7,1,1,Transient,GBR,112.11,2,224.23,No Deposit,TA/TO,Online TA
Resort Hotel,0,1,2015,5,0,1,Transient,GBR,56.39,1,56.39,No Deposit,TA/TO,Online TA
Resort Hotel,0,47,2017,8,0,4,Transient,PRT,85.51,4,342.02,No Deposit,TA/TO,Online TA
Resort Hotel,0,43,2016,7,2,1,Transient,DEU,157.16,3,471.48,Non Refund,Direct,Direct
City Hotel,1,149,2016,8,0,0,Transient,NLD,105.16,1,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,38,2015,2,1,0,Transient,CHE,60.12,1,60.12,No Deposit,TA/TO,Direct
City Hotel,0,226,2016,5,0,0,Transient,DEU,58.81,1,58.81,No Deposit,Corporate,Online TA
Resort Hotel,0,687,2015,7,0,1,Transient,BRA,98.93,1,98.93,No Deposit,TA/TO,Online TA
Resort Hotel,0,65,2016,10,0,3,Contract,BRA,47.93,3,143.78,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,79,2015,10,1,0,Transient,PRT,116.32,1,116.32,No Deposit,Direct,Online TA
Resort Hotel,1,17,2017,5,1,3,Transient,ESP,113.96,4,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,41,2015,12,0,1,Transient,NLD,122.89,1,122.89,No Deposit,TA/TO,Online TA
City Hotel,0,20,2016,11,1,4,Transient,PRT,90.86,5,454.32,Non Refund,TA/TO,Online TA
City Hotel,0,303,2016,8,0,1,Contract,GBR,66.7,1,66.7,No Deposit,TA/TO,Online TA
City Hotel,0,57,2016,10,0,0,Transient-Party,IRL,99.98,1,99.98,No Deposit,TA/TO,Online TA
Resort Hotel,0,45,2016,9,0,2,Transient,GBR,60.18,2,120.36,No Deposit,Direct,Online TA
City Hotel,0,18,2017,7,2,2,Transient,PRT,76.2,4,304.81,No Deposit,TA/TO,Online TA
Resort Hotel,0,4,2015,7,2,0,Transient,ESP,129.12,2,258.23,No Deposit,TA/TO,Online TA
Resort Hotel,1,21,2017,6,0,1,Transient,NOR,55.18,1,0.0,No Deposit,Direct,Online TA
City Hotel,0,1,2016,3,2,1,Contract,PRT,94.42,3,283.26,No Deposit,TA/TO,Online TA
Resort Hotel,0,29,2015,9,2,1,Contract,DEU,61.08,3,183.25,No Deposit,TA/TO,Online TA
Resort Hotel,0,59,2017,7,1,0,Transient,PRT,114.61,1,114.61,No Deposit,TA/TO,Online TA
City Hotel,0,81,2016,8,1,4,Transient,FRA,95.94,5,479.7,No Deposit,TA/TO,Online TA
Resort Hotel,0,28,2016,5,1,1,Transient,PRT,66.24,2,132.47,Refundable,TA/TO,Groups
City Hotel,0,376,2017,10,0,0,Transient-Party,DEU,124.5,1,124.5,No Deposit,Direct,Online TA
City Hotel,0,142,2017,2,2,2,Transient-Party,PRT,140.92,4,563.69,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,135,2015,3,1,0,Contract,CHE,43.38,1,43.38,No Deposit,TA/TO,Direct
Resort Hotel,0,66,2016,9,0,0,Transient-Party,PRT,92.43,1,92.43,No Deposit,TA/TO,Corporate
City Hotel,0,117,2017,3,1,0,Contract,PRT,128.43,1,128.43,No Deposit,TA/TO,Online TA
Resort Hotel,1,294,2017,4,2,1,Transient,GBR,73.02,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,278,2017,11,2,2,Transient,USA,155.66,4,622.64,No Deposit,Direct,Corporate
City Hotel,0,40,2015,7,1,2,Transient,ITA,107.88,3,323.65,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,23,2017,12,1,0,Transient,GBR,115.96,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,30,2015,6,2,2,Transient,FRA,38.52,4,154.09,No Deposit,Direct,Direct
City Hotel,0,23,2017,9,1,2,Transient,PRT,57.95,3,173.84,No Deposit,Direct,Online TA
City Hotel,1,132,2015,4,2,2,Transient,DEU,77.2,4,0.0,No Deposit,Direct,Groups
City Hotel,0,81,2016,1,2,1,Transient,ESP,132.54,3,397.63,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,18,2016,3,2,1,Transient,AUS,88.19,3,0.0,No Deposit,Corporate,Online TA
City Hotel,0,142,2017,9,1,3,Transient,BEL,114.21,4,456.85,No Deposit,TA/TO,Direct
City Hotel,0,70,2015,1,2,1,Transient,AUT,86.1,3,258.31,Non Refund,TA/TO,Groups
City Hotel,1,51,2015,10,0,0,Transient,SWE,119.67,1,0.0,No Deposit,TA/TO,Groups
Resort Hotel,0,8,2015,1,2,2,Transient-Party,GBR,88.11,4,352.45,Non Refund,TA/TO,Corporate
City Hotel,0,5,2016,9,1,3,Transient,USA,107.53,4,430.13,No Deposit,TA/TO,Online TA
City Hotel,0,177,2017,7,0,5,Contract,AUT,94.63,5,473.14,Non Refund,TA/TO,Online TA
Resort Hotel,0,31,2016,11,2,2,Transient-Party,PRT,102.61,4,410.44,Non Refund,TA/TO,Online TA
Resort Hotel,1,98,2017,8,1,4,Transient,SWE,49.61,5,0.0,No Deposit,TA/TO,Direct
City Hotel,1,18,2016,5,0,1,Contract,ESP,102.02,1,0.0,Non Refund,Corporate,Online TA
Resort Hotel,0,19,2015,4,3,0,Transient,PRT,104.41,3,313.22,No Deposit,TA/TO,Online TA
City Hotel,0,127,2015,9,0,0,Transient-Party,CHN,87.09,1,87.09,No Deposit,TA/TO,Direct
City Hotel,0,22,2017,10,1,3,Transient,AUT,73.76,4,295.06,Non Refund,Direct,Corporate
City Hotel,0,175,2017,8,1,2,Contract,DEU,89.86,3,269.59,No Deposit,TA/TO,Online TA
City Hotel,1,12,2015,6,0,1,Contract,DEU,74.65,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,24,2016,2,1,1,Transient-Party,PRT,100.96,2,201.92,No Deposit,TA/TO,Online TA
Resort Hotel,1,103,2015,2,0,3,Transient,PRT,120.26,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,29,2017,6,1,1,Contract,PRT,72.82,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,0,2016,5,1,1,Transient-Party,ESP,80.59,2,161.18,No Deposit,TA/TO,Direct
City Hotel,0,94,2016,6,0,0,Transient,ESP,172.46,1,172.46,No Deposit,TA/TO,Direct
City Hotel,0,16,2017,4,2,2,Transient,NLD,130.64,4,522.56,No Deposit,TA/TO,Online TA
City Hotel,0,64,2017,4,0,2,Transient,GBR,107.26,2,214.53,No Deposit,TA/TO,Direct
Resort Hotel,1,343,2017,10,0,1,Transient,GBR,22.11,1,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,105,2016,7,1,0,Transient,ESP,125.73,1,125.73,No Deposit,Corporate,Online TA
City Hotel,0,10,2017,5,1,4,Transient,GBR,106.4,5,531.98,No Deposit,TA/TO,Online TA
City Hotel,1,305,2015,4,2,0,Transient-Party,GBR,96.33,2,0.0,Refundable,TA/TO,Online TA
City Hotel,1,161,2017,4,2,0,Transient,NLD,14.92,2,0.0,No Deposit,Direct,Online TA
City Hotel,0,3,2015,7,0,1,Transient-Party,DEU,125.85,1,125.85,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,121,2016,7,2,0,Transient,PRT,159.06,2,318.12,No Deposit,GDS,Groups
City Hotel,0,89,2015,6,1,0,Transient,DEU,86.6,1,86.6,No Deposit,TA/TO,Online TA
City Hotel,1,106,2015,7,2,3,Transient,ITA,142.2,5,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,88,2016,8,1,3,Transient,CHE,79.93,4,319.74,No Deposit,TA/TO,Online TA
City Hotel,0,1,2016,7,0,1,Transient-Party,ITA,82.2,1,82.2,No Deposit,TA/TO,Online TA
City Hotel,0,69,2017,5,0,0,Transient,CHE,90.56,1,90.56,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,6,2017,8,2,0,Transient,PRT,93.15,2,186.29,No Deposit,TA/TO,Online TA
City Hotel,0,128,2017,1,0,2,Group,NLD,141.03,2,282.06,Non Refund,TA/TO,Complementary
City Hotel,0,4,2017,1,0,0,Transient,PRT,136.49,1,136.49,No Deposit,TA/TO,Online TA
Resort Hotel,1,84,2016,3,2,1,Transient,DEU,87.38,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,25,2016,4,0,2,Transient,GBR,98.59,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,6,2017,11,2,3,Transient,PRT,67.66,5,338.3,No Deposit,TA/TO,Online TA
City Hotel,1,351,2016,4,2,3,Contract,GBR,122.8,5,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,16,2017,7,0,1,Transient,NLD,122.6,1,122.6,No Deposit,TA/TO,Online TA
Resort Hotel,0,126,2016,7,1,3,Group,NLD,126.81,4,507.25,No Deposit,TA/TO,Online TA
Resort Hotel,0,112,2016,11,1,0,Transient,ITA,70.04,1,70.04,No Deposit,TA/TO,Online TA
City Hotel,0,11,2017,6,0,2,Transient,USA,110.05,2,220.09,Non Refund,TA/TO,Online TA
Resort Hotel,0,14,2016,9,0,0,Transient,PRT,63.57,1,63.57,No Deposit,TA/TO,Direct
City Hotel,1,219,2016,9,1,1,Transient,FRA,81.98,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,345,2015,4,0,0,Transient,PRT,78.77,1,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,144,2016,7,1,0,Transient,IRL,57.77,1,57.77,No Deposit,TA/TO,Online TA
City Hotel,0,15,2015,11,0,0,Transient-Party,CHN,110.92,1,110.92,No Deposit,TA/TO,Online TA
City Hotel,0,224,2015,10,1,2,Transient,GBR,93.08,3,279.25,No Deposit,TA/TO,Complementary
City Hotel,1,730,2016,4,2,0,Transient,ESP,101.16,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,37,2015,11,2,3,Transient,GBR,131.2,5,0.0,No Deposit,Direct,Direct
City Hotel,0,2,2017,12,2,1,Transient,PRT,105.61,3,316.83,Non Refund,Direct,Offline TA/TO
City Hotel,0,48,2015,8,0,0,Transient,DEU,79.73,1,79.73,No Deposit,TA/TO,Online TA
City Hotel,0,5,2016,9,2,2,Contract,BEL,123.41,4,493.66,No Deposit,Direct,Online TA
City Hotel,1,250,2016,1,1,0,Transient,FRA,131.38,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,75,2015,6,2,1,Transient,PRT,133.63,3,400.88,No Deposit,TA/TO,Online TA
Resort Hotel,0,58,2016,7,3,0,Transient,PRT,127.93,3,383.79,Non Refund,TA/TO,Online TA
City Hotel,0,3,2017,6,0,2,Transient,ITA,95.5,2,191.0,Refundable,TA/TO,Corporate
Resort Hotel,0,7,2015,7,0,0,Transient,PRT,50.3,1,50.3,No Deposit,TA/TO,Online TA
City Hotel,0,1,2017,6,0,3,Transient,BEL,41.39,3,124.18,No Deposit,TA/TO,Online TA
Resort Hotel,0,22,2016,10,1,2,Contract,DEU,79.9,3,239.71,No Deposit,TA/TO,Online TA
City Hotel,1,226,2017,4,3,0,Transient,AUT,130.44,3,0.0,No Deposit,Direct,Online TA
City Hotel,1,80,2016,4,2,0,Transient,GBR,110.4,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,4,2015,9,0,1,Transient-Party,RUS,116.59,1,116.59,No Deposit,TA/TO,Online TA
Resort Hotel,0,84,2017,12,0,1,Transient,PRT,112.62,1,112.62,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,139,2015,4,1,2,Transient,FRA,38.83,3,116.5,No Deposit,TA/TO,Online TA
City Hotel,0,4,2017,9,0,1,Transient,PRT,88.71,1,88.71,No Deposit,TA/TO,Corporate
City Hotel,1,108,2017,7,2,0,Transient-Party,ESP,91.78,2,0.0,Non Refund,TA/TO,Offline TA/TO
City Hotel,1,340,2016,11,3,0,Transient,SWE,18.21,3,0.0,No Deposit,Corporate,Online TA
Resort Hotel,0,88,2016,1,1,0,Contract,GBR,179.21,1,179.21,No Deposit,TA/TO,Groups
City Hotel,1,69,2015,3,0,1,Transient,PRT,85.3,1,0.0,No Deposit,TA/TO,Corporate
City Hotel,0,140,2017,4,0,2,Transient,FRA,110.22,2,220.44,Non Refund,TA/TO,Online TA
City Hotel,0,4,2017,9,1,1,Transient-Party,FRA,49.89,2,99.79,No Deposit,TA/TO,Online TA
Resort Hotel,0,18,2015,8,2,0,Transient,PRT,46.06,2,92.11,No Deposit,TA/TO,Online TA
City Hotel,1,339,2016,9,2,1,Transient,BRA,105.48,3,0.0,Non Refund,TA/TO,Online TA
Resort Hotel,1,289,2017,10,1,0,Transient,ITA,106.49,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,26,2015,9,0,0,Transient,PRT,108.46,1,108.46,No Deposit,TA/TO,Corporate
City Hotel,0,5,2017,8,1,1,Contract,FRA,55.67,2,111.35,No Deposit,TA/TO,Direct
City Hotel,1,4,2016,3,2,1,Transient,PRT,94.1,3,0.0,No Deposit,TA/TO,Corporate
Resort Hotel,0,21,2016,5,0,0,Transient,PRT,124.48,1,124.48,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,16,2017,1,2,0,Transient,PRT,31.09,2,62.18,No Deposit,TA/TO,Online TA
City Hotel,0,36,2017,10,2,0,Transient,SWE,42.17,2,84.34,No Deposit,TA/TO,Corporate
Resort Hotel,0,17,2017,8,0,1,Transient,PRT,91.66,1,91.66,No Deposit,Direct,Online TA
City Hotel,0,149,2016,12,0,1,Transient,ESP,69.85,1,69.85,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,37,2016,8,1,5,Transient,AUT,80.52,6,0.0,Refundable,TA/TO,Offline TA/TO
City Hotel,0,0,2016,8,0,0,Transient,GBR,133.66,1,133.66,No Deposit,TA/TO,Corporate
City Hotel,0,20,2016,5,1,1,Transient,ITA,143.13,2,286.26,No Deposit,TA/TO,Direct
City Hotel,0,79,2017,7,1,2,Transient,PRT,115.32,3,345.96,No Deposit,Direct,Online TA
Resort Hotel,0,24,2017,5,2,1,Contract,IRL,78.9,3,236.7,No Deposit,TA/TO,Online TA
City Hotel,0,65,2016,12,2,2,Transient,NLD,93.21,4,372.84,No Deposit,TA/TO,Corporate
City Hotel,1,33,2015,2,2,0,Transient,GBR,71.97,2,0.0,Non Refund,TA/TO,Direct
Resort Hotel,0,5,2015,6,1,0,Transient,PRT,77.25,1,77.25,No Deposit,TA/TO,Direct
City Hotel,1,148,2017,1,2,0,Transient,DEU,77.92,2,0.0,No Deposit,Corporate,Online TA
City Hotel,0,9,2015,5,1,3,Transient,PRT,113.91,4,455.66,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,18,2016,1,0,0,Transient,ESP,76.09,1,76.09,No Deposit,TA/TO,Online TA
City Hotel,0,27,2017,11,1,0,Transient,ITA,99.83,1,99.83,Non Refund,TA/TO,Online TA
City Hotel,0,696,2016,3,2,0,Transient,DEU,181.24,2,362.49,No Deposit,TA/TO,Online TA
City Hotel,0,25,2017,4,1,2,Transient,GBR,111.69,3,335.08,No Deposit,TA/TO,Online TA
City Hotel,1,11,2017,7,1,4,Transient,FRA,98.82,5,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,25,2016,7,0,2,Transient,PRT,106.31,2,212.63,No Deposit,GDS,Online TA
Resort Hotel,0,112,2016,5,2,1,Transient-Party,SWE,102.77,3,308.31,No Deposit,Corporate,Offline TA/TO
City Hotel,0,51,2016,6,0,2,Transient,ESP,109.51,2,219.02,Non Refund,Direct,Online TA
Resort Hotel,0,111,2017,10,1,0,Transient,PRT,85.53,1,85.53,No Deposit,Direct,Online TA
Resort Hotel,0,3,2015,8,0,2,Transient,IRL,78.14,2,156.28,No Deposit,TA/TO,Online TA
Resort Hotel,1,64,2015,9,0,0,Transient-Party,PRT,87.19,1,0.0,Non Refund,TA/TO,Online TA
Resort Hotel,0,21,2015,10,2,0,Transient,GBR,66.88,2,133.76,No Deposit,TA/TO,Online TA
City Hotel,1,111,2017,4,0,0,Transient,DEU,116.22,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,135,2017,8,1,1,Contract,PRT,120.23,2,240.46,No Deposit,TA/TO,Groups
City Hotel,0,74,2015,3,1,0,Transient-Party,PRT,96.18,1,96.18,No Deposit,Corporate,Online TA
City Hotel,0,0,2016,5,2,3,Transient,IRL,135.46,5,677.3,Non Refund,Direct,Offline TA/TO
Resort Hotel,1,348,2016,10,2,0,Transient,USA,95.75,2,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,121,2015,7,0,0,Transient,PRT,100.28,1,100.28,No Deposit,TA/TO,Direct
City Hotel,0,120,2016,7,1,0,Contract,ITA,61.51,1,61.51,Non Refund,TA/TO,Direct
City Hotel,0,126,2017,6,1,1,Contract,PRT,77.29,2,154.57,No Deposit,GDS,Online TA
Resort Hotel,0,13,2017,2,0,2,Transient,AUT,54.05,2,108.1,No Deposit,Corporate,Online TA
Resort Hotel,0,67,2016,7,1,0,Transient,ROU,140.52,1,140.52,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,154,2016,11,0,0,Transient,GBR,123.53,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,54,2016,2,1,1,Transient,DEU,63.1,2,0.0,No Deposit,TA/TO,Corporate
City Hotel,0,28,2017,4,2,2,Transient-Party,GBR,115.17,4,460.68,Non Refund,TA/TO,Online TA
Resort Hotel,1,34,2015,6,0,0,Transient,PRT,58.49,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,6,2015,12,0,0,Transient,PRT,78.96,1,78.96,No Deposit,TA/TO,Online TA
City Hotel,1,79,2015,8,0,2,Transient,NOR,101.62,2,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,132,2015,11,1,0,Transient,DEU,137.0,1,0.0,No Deposit,TA/TO,Corporate
City Hotel,0,12,2017,5,1,0,Transient,PRT,94.42,1,94.42,No Deposit,TA/TO,Groups
Resort Hotel,0,6,2015,4,0,4,Transient,ITA,121.44,4,485.76,No Deposit,TA/TO,Online TA
Resort Hotel,0,72,2015,6,0,0,Transient-Party,ESP,87.31,1,87.31,Non Refund,Direct,Corporate
Resort Hotel,0,209,2015,7,1,0,Transient,PRT,140.92,1,140.92,No Deposit,GDS,Offline TA/TO
Resort Hotel,0,19,2015,5,0,1,Transient,GBR,45.41,1,45.41,No Deposit,TA/TO,Corporate
Resort Hotel,1,38,2015,9,1,1,Group,PRT,10.0,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,6,2016,9,2,1,Transient,CHN,99.1,3,297.31,No Deposit,TA/TO,Online TA
City Hotel,0,3,2016,1,1,1,Contract,PRT,86.12,2,172.24,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,130,2016,11,0,1,Transient,PRT,99.96,1,0.0,No Deposit,TA/TO,Groups
City Hotel,0,6,2017,7,0,0,Transient,ITA,124.18,1,124.18,No Deposit,TA/TO,Online TA
Resort Hotel,0,68,2016,2,0,0,Group,FRA,126.81,1,126.81,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,243,2017,7,2,1,Transient,DEU,109.51,3,328.53,Refundable,Corporate,Direct
City Hotel,0,17,2017,1,1,0,Transient,FRA,88.05,1,88.05,No Deposit,Direct,Direct
City Hotel,1,361,2017,12,0,1,Transient,GBR,97.47,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,43,2016,9,2,0,Transient,PRT,139.9,2,279.8,Non Refund,Corporate,Online TA
City Hotel,0,87,2016,8,0,3,Transient,BEL,75.2,3,225.61,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,82,2016,8,0,1,Transient,FRA,64.72,1,64.72,Non Refund,TA/TO,Online TA
City Hotel,0,140,2016,9,2,0,Transient,BEL,36.99,2,73.97,No Deposit,TA/TO,Groups
Resort Hotel,1,24,2017,5,0,1,Transient,GBR,108.7,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,210,2015,12,1,0,Transient,ITA,89.99,1,0.0,Non Refund,TA/TO,Aviation
City Hotel,1,156,2016,7,2,5,Transient,GBR,50.5,7,0.0,Non Refund,TA/TO,Online TA
City Hotel,0,2,2017,5,0,0,Transient,PRT,75.8,1,75.8,No Deposit,TA/TO,Aviation
City Hotel,1,289,2015,1,2,2,Transient,USA,57.7,4,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,290,2017,6,0,0,Transient,ITA,97.07,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,147,2016,4,1,0,Group,PRT,131.29,1,131.29,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,444,2015,7,0,3,Transient,BEL,87.37,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,0,2017,7,1,0,Transient,PRT,164.43,1,164.43,No Deposit,TA/TO,Online TA
City Hotel,0,1,2015,10,1,3,Transient,PRT,112.16,4,448.65,No Deposit,TA/TO,Groups
City Hotel,1,88,2016,6,1,0,Transient,GBR,110.91,1,0.0,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,0,18,2017,8,3,0,Transient,GBR,10.0,3,30.0,No Deposit,Direct,Online TA
Resort Hotel,0,203,2017,4,0,1,Transient-Party,PRT,91.13,1,91.13,Non Refund,TA/TO,Direct
Resort Hotel,0,4,2016,4,0,1,Group,PRT,163.54,1,163.54,No Deposit,TA/TO,Online TA
